student_id,study_hours_per_day,attendance_percentage,previous_score,assignments_completed,sleep_hours,parental_support,extra_curricular,internet_access,performance_level
1422,8.8,92.4,48,5,5.8,Low,Yes,Yes,Good
1423,4.4,72.4,83,13,9.0,High,Yes,Yes,Good
1424,6.7,75.2,79,9,7.2,Medium,Yes,Yes,Average
1425,8.3,97.9,41,9,6.2,Medium,No,Yes,Good
1426,7.1,84.8,48,12,7.8,High,Yes,No,Good
1427,3.7,84.1,70,13,5.8,Low,No,Yes,At-Risk
1428,6.0,76.8,52,9,9.3,High,Yes,Yes,Good
1429,9.3,93.1,36,6,9.0,Medium,No,Yes,Good
1430,1.4,72.2,57,2,6.3,Medium,Yes,Yes,At-Risk
1431,2.7,84.4,38,7,6.1,Low,Yes,No,At-Risk
1432,1.2,62.4,31,7,3.1,High,Yes,Yes,At-Risk
1433,4.7,75.7,68,10,4.8,High,Yes,Yes,Good
1434,6.3,72.2,56,8,5.0,Low,Yes,Yes,At-Risk
1435,8.0,82.9,56,12,7.2,Medium,Yes,No,Good
1436,5.2,71.2,75,7,6.5,High,No,Yes,Average
1437,8.2,74.2,82,9,5.0,Medium,No,No,Good
1438,2.7,84.8,60,14,6.6,High,No,Yes,Average
1439,1.7,65.9,59,11,7.8,Medium,Yes,No,At-Risk
1440,5.1,51.5,72,9,7.8,High,No,Yes,Average
1441,6.0,100.0,44,7,4.2,Medium,Yes,Yes,Average
1442,5.3,94.5,68,7,6.8,Low,No,Yes,Good
1443,0.9,55.9,73,6,4.9,Medium,Yes,Yes,At-Risk
1444,4.4,88.5,75,7,8.4,High,Yes,Yes,Average
1445,2.5,68.8,35,13,8.2,Medium,Yes,No,At-Risk
1446,6.1,76.7,53,9,5.7,Medium,No,Yes,At-Risk
1447,5.6,79.2,51,4,5.9,Medium,Yes,Yes,At-Risk
1448,3.4,43.2,91,17,6.3,Medium,No,Yes,Good
1449,4.3,62.5,72,11,3.6,High,Yes,Yes,Good
1450,2.9,63.8,87,4,7.5,High,No,No,At-Risk
1451,5.0,60.3,57,8,6.6,Low,No,Yes,At-Risk
1452,7.4,60.0,57,10,8.5,High,Yes,No,Good
1453,3.1,73.7,82,16,5.4,High,Yes,No,Good
1454,6.8,63.1,69,5,6.1,High,No,Yes,Average
1455,4.1,79.4,84,13,4.7,Medium,Yes,Yes,Average
1456,2.9,100.0,69,15,5.5,High,Yes,No,Good
1457,5.0,68.5,47,7,5.2,Low,No,Yes,At-Risk
1458,3.0,77.8,45,8,8.5,Medium,No,Yes,Average
1459,4.3,82.5,41,5,6.0,High,Yes,Yes,At-Risk
1460,2.8,79.7,74,9,7.2,Low,No,Yes,At-Risk
1461,8.9,79.5,82,9,6.4,Low,Yes,Yes,Good
1462,4.7,89.9,92,12,5.1,High,Yes,Yes,Good
1463,3.5,82.5,77,14,6.7,High,No,Yes,Average
1464,5.2,58.5,82,7,7.9,Low,Yes,No,At-Risk
1465,4.6,88.4,56,2,5.2,High,Yes,Yes,At-Risk
1466,4.7,85.6,47,9,8.2,Medium,No,Yes,Average
1467,6.7,62.7,77,11,5.7,Medium,No,Yes,Average
1468,6.6,75.8,71,10,6.3,High,No,Yes,Good
1469,8.6,85.0,39,8,7.8,Medium,No,Yes,Good
1470,4.0,71.4,70,10,6.0,Low,No,Yes,At-Risk
1471,4.8,90.9,69,16,7.1,Medium,Yes,Yes,Average
1472,0.2,99.8,84,11,6.5,Medium,Yes,Yes,Average
1473,1.9,63.3,84,8,7.2,Medium,No,Yes,At-Risk
1474,7.7,52.2,73,7,3.4,High,Yes,No,Good
1475,8.1,78.1,77,9,4.3,High,No,Yes,Good
1476,4.7,83.3,72,16,7.9,Medium,No,No,Average
1477,7.0,96.2,58,15,4.1,High,Yes,No,Good
1478,5.7,92.6,76,9,5.6,Low,No,Yes,Good
1479,10.9,57.2,44,8,6.6,Low,Yes,Yes,Average
1480,7.1,88.2,80,14,7.4,High,Yes,Yes,Good
1481,5.0,65.3,47,17,8.0,Low,No,No,Average
1482,3.0,94.8,69,11,4.0,Low,Yes,Yes,At-Risk
1483,2.3,99.3,52,10,5.7,Medium,Yes,Yes,At-Risk
1484,5.3,63.4,73,10,6.5,Medium,Yes,Yes,Average
1485,3.6,64.7,64,0,8.1,High,No,Yes,At-Risk
1486,2.4,86.9,41,12,10.0,Medium,No,Yes,Average
1487,3.3,72.3,71,10,6.7,Low,No,Yes,Average
1488,2.3,75.6,56,11,4.9,Medium,No,Yes,At-Risk
1489,7.9,73.5,78,7,7.6,Medium,Yes,Yes,Good
1490,7.1,43.0,65,8,9.0,Medium,No,Yes,Average
1491,4.8,74.1,70,8,7.2,Medium,No,Yes,Average
1492,8.7,64.2,50,14,5.6,High,Yes,Yes,Good
1493,5.0,68.6,56,8,8.4,High,Yes,Yes,Average
1494,3.3,95.6,58,18,8.0,Medium,No,No,Good
1495,8.5,57.2,77,11,5.5,Medium,No,No,Good
1496,6.7,91.1,90,4,7.6,Medium,No,Yes,Good
1497,3.5,72.4,52,9,8.5,High,No,Yes,Average
1498,5.0,70.7,81,7,8.8,High,Yes,Yes,Good
1499,3.6,86.5,32,1,6.9,Low,No,Yes,At-Risk
1500,2.4,79.4,47,16,6.5,High,Yes,Yes,At-Risk
1501,7.1,85.9,50,12,8.8,Medium,Yes,Yes,Good
1502,8.7,88.3,44,12,5.2,Low,No,Yes,Good
1503,2.0,70.1,41,10,7.7,Low,Yes,Yes,At-Risk
1504,6.1,65.9,71,4,4.9,Medium,No,Yes,Good
1505,3.6,57.7,61,8,8.6,Medium,Yes,Yes,At-Risk
1506,3.9,59.9,70,13,6.6,Low,Yes,Yes,At-Risk
1507,4.0,100.0,75,5,8.9,Medium,Yes,Yes,Average
1508,3.6,93.5,68,0,7.7,Medium,Yes,Yes,Average
1509,5.1,55.7,74,9,5.2,Medium,Yes,No,Average
1510,3.8,54.1,63,9,9.1,Medium,Yes,Yes,Average
1511,5.2,84.7,47,10,9.3,Low,No,No,At-Risk
1512,4.8,81.5,80,12,8.3,Medium,Yes,Yes,Good
1513,4.3,86.7,56,12,5.9,Low,Yes,Yes,At-Risk
1514,2.6,67.7,50,11,6.5,Medium,No,Yes,At-Risk
1515,3.8,74.0,62,14,7.2,Low,No,Yes,At-Risk
1516,6.5,80.9,51,3,5.9,Medium,Yes,Yes,At-Risk
1517,8.4,88.5,42,12,9.5,Low,No,Yes,Good
1518,3.2,42.6,70,12,7.2,Medium,No,Yes,Average
1519,4.9,74.1,70,5,3.0,High,Yes,Yes,Average
1520,7.1,57.8,51,3,7.5,Low,Yes,Yes,At-Risk
1521,2.0,78.6,57,7,6.5,Medium,No,Yes,At-Risk
1522,6.3,95.0,81,7,6.9,Low,No,Yes,Good
1523,3.6,78.6,72,13,6.4,Medium,No,No,Average
1524,5.9,73.6,96,7,8.2,Medium,Yes,Yes,Average
1525,3.4,87.7,82,6,8.7,Medium,Yes,Yes,Good
1526,1.7,79.9,82,7,7.4,Medium,No,Yes,At-Risk
1527,2.3,80.9,44,14,6.5,High,Yes,Yes,At-Risk
1528,5.6,88.2,76,10,6.9,Medium,Yes,Yes,Good
1529,5.4,96.3,64,9,7.0,Medium,No,No,Good
1530,2.9,55.9,56,9,5.8,Medium,Yes,Yes,At-Risk
1531,6.3,85.1,67,15,7.9,High,No,No,Good
1532,1.1,64.8,79,7,7.7,High,No,Yes,At-Risk
1533,5.0,83.1,72,15,9.3,Medium,Yes,Yes,Good
1534,2.5,58.7,51,10,8.9,High,No,Yes,At-Risk
1535,3.6,72.9,76,9,6.0,Medium,Yes,Yes,Average
1536,4.6,73.8,55,20,8.2,High,No,Yes,Average
1537,3.4,91.0,68,5,5.6,High,Yes,Yes,Average
1538,4.1,87.2,60,8,8.0,Low,Yes,Yes,Average
1539,6.7,56.2,61,5,6.2,High,No,No,Average
1540,3.0,75.5,76,13,5.5,Medium,Yes,Yes,Average
1541,6.7,65.0,49,16,7.4,Medium,No,No,Average
1542,3.3,59.0,94,16,3.0,Medium,Yes,Yes,Average
1543,6.6,73.5,37,14,4.4,High,Yes,Yes,Good
1544,7.7,68.2,56,9,6.7,Low,Yes,No,Average
1545,0.0,100.0,70,8,7.1,Low,Yes,No,At-Risk
1546,3.5,82.1,73,3,6.4,High,Yes,Yes,Average
1547,5.9,55.7,63,18,4.6,Low,No,Yes,At-Risk
1548,4.7,69.5,64,11,5.8,Low,No,Yes,At-Risk
1549,6.0,88.1,71,8,7.6,Low,No,Yes,At-Risk
1550,4.2,99.9,61,15,7.9,Medium,No,Yes,At-Risk
1551,5.1,50.1,85,6,7.0,Medium,Yes,Yes,Average
1552,4.6,43.7,77,11,8.7,Low,No,No,Average
1553,7.1,100.0,78,9,7.6,High,Yes,No,Good
1554,5.3,85.9,50,12,5.9,High,No,Yes,Good
1555,5.6,58.3,63,9,6.6,Medium,Yes,Yes,At-Risk
1556,3.0,43.5,87,4,4.9,Medium,No,No,At-Risk
1557,4.3,36.7,49,10,6.8,Medium,No,Yes,At-Risk
1558,3.9,75.3,70,14,8.7,Medium,No,Yes,Average
1559,2.2,51.3,89,9,8.0,Low,No,Yes,Average
1560,4.1,86.3,74,13,9.1,Low,No,Yes,Average
1561,5.6,60.3,48,5,6.5,High,No,No,Average
1562,8.9,74.8,90,9,9.0,Medium,Yes,Yes,Good
1563,6.0,56.7,51,7,6.7,Medium,Yes,Yes,Average
1564,4.6,81.2,68,12,9.2,High,Yes,Yes,Good
1565,7.6,63.5,76,10,7.0,Medium,Yes,No,Average
1566,4.1,69.0,56,12,8.1,Medium,Yes,No,Average
1567,8.9,92.0,77,19,4.9,Medium,Yes,Yes,Good
1568,3.1,86.9,46,12,6.7,Low,Yes,Yes,At-Risk
1569,0.8,88.3,86,11,7.3,High,No,Yes,Average
1570,4.1,73.3,65,6,8.9,Medium,No,Yes,Average
1571,5.3,75.0,56,9,6.8,High,Yes,Yes,Good
1572,8.0,55.9,60,7,5.0,High,Yes,Yes,Average
1573,5.7,71.1,77,8,10.0,High,Yes,Yes,Good
1574,4.2,74.6,56,8,6.3,High,Yes,Yes,Average
1575,6.8,97.5,53,6,7.2,Medium,No,Yes,Average
1576,3.5,45.6,91,2,8.7,Medium,Yes,No,Average
1577,5.0,95.3,47,7,6.1,Medium,No,Yes,At-Risk
1578,6.9,88.7,92,10,5.5,Medium,No,Yes,Good
1579,1.8,77.6,56,4,7.4,High,No,No,At-Risk
1580,7.0,97.9,77,10,4.3,Low,Yes,Yes,Good
1581,5.7,84.8,68,17,6.6,High,No,Yes,Good
1582,4.5,83.5,50,14,7.4,High,Yes,Yes,Average
1583,6.0,78.0,64,16,6.6,High,Yes,Yes,Good
1584,9.6,90.9,76,11,4.7,High,Yes,Yes,Good
1585,5.5,91.6,62,14,9.4,Medium,Yes,Yes,Good
1586,10.7,90.4,39,7,7.2,Low,Yes,No,Good
1587,4.1,53.8,80,7,9.1,Low,Yes,Yes,At-Risk
1588,3.2,70.1,78,0,6.6,Medium,No,Yes,At-Risk
1589,6.4,65.5,58,14,5.7,Medium,No,Yes,Average
1590,3.3,73.3,48,16,7.4,High,Yes,Yes,Average
1591,4.8,95.7,55,7,6.7,High,Yes,Yes,Good
1592,3.2,69.3,67,8,5.2,Medium,No,Yes,At-Risk
1593,6.1,79.0,73,6,9.2,Low,Yes,Yes,Average
1594,5.9,72.9,32,11,6.1,Low,No,Yes,At-Risk
1595,6.4,90.2,64,14,4.2,Low,No,Yes,Average
1596,3.7,43.6,67,3,9.0,Medium,Yes,Yes,At-Risk
1597,4.6,64.0,60,11,6.2,Medium,Yes,No,At-Risk
1598,3.7,80.2,84,8,6.1,Low,Yes,Yes,Average
1599,4.1,93.7,71,10,4.4,Medium,Yes,Yes,Average
1600,5.5,67.2,84,11,9.6,Low,Yes,Yes,Good
1601,6.5,45.2,61,9,5.1,Medium,No,Yes,At-Risk
1602,3.6,82.9,79,9,7.1,Medium,Yes,Yes,Good
1603,6.5,69.6,89,9,8.4,Medium,Yes,Yes,Good
1604,7.5,57.2,84,13,7.6,Medium,No,Yes,Good
1605,5.7,67.2,48,11,6.9,High,Yes,Yes,Average
1606,8.5,70.7,61,10,4.4,Low,Yes,No,Average
1607,3.5,64.4,59,4,5.8,Medium,Yes,Yes,At-Risk
1608,3.0,44.1,72,8,7.3,High,Yes,No,At-Risk
1609,1.5,85.8,75,13,5.8,Medium,No,Yes,Average
1610,7.9,93.3,52,10,7.3,High,Yes,Yes,Good
1611,6.2,84.8,66,12,8.0,Medium,No,Yes,Good
1612,4.4,58.2,34,17,8.4,Medium,Yes,No,At-Risk
1613,5.8,71.6,86,14,5.2,Low,Yes,No,Average
1614,2.7,75.7,57,10,10.0,Medium,Yes,Yes,At-Risk
1615,9.8,85.4,65,7,8.2,Medium,No,Yes,Good
1616,6.2,86.5,60,0,7.0,Low,Yes,Yes,Average
1617,5.3,62.0,82,9,8.6,Medium,Yes,Yes,Average
1618,6.2,75.7,22,8,10.0,Medium,No,Yes,At-Risk
1619,5.8,84.2,64,11,4.8,Low,Yes,No,At-Risk
1620,3.9,52.0,81,9,6.7,Medium,Yes,Yes,Average
1621,3.5,82.8,58,8,3.4,Medium,No,Yes,At-Risk
1622,5.5,87.5,90,2,7.3,Low,Yes,Yes,Average
1623,9.0,72.3,51,6,7.5,Medium,No,Yes,Good
1624,7.5,96.3,76,11,6.9,High,Yes,Yes,Good
1625,8.7,84.9,70,16,6.0,Medium,No,Yes,Good
1626,4.3,60.2,83,9,3.9,Medium,No,No,At-Risk
1627,2.9,94.4,54,11,7.6,Medium,Yes,Yes,Average
1628,5.1,87.0,54,13,9.2,Medium,No,Yes,Average
1629,5.1,65.3,81,6,6.1,High,No,Yes,Good
1630,7.4,66.5,71,11,7.7,Medium,Yes,Yes,Good
1631,1.8,80.6,41,7,4.6,Low,Yes,Yes,At-Risk
1632,7.8,80.7,56,13,7.7,Medium,No,Yes,Average
1633,4.5,77.5,70,10,6.4,High,No,Yes,Average
1634,4.5,81.2,77,11,5.9,Low,Yes,No,At-Risk
1635,2.9,100.0,54,6,5.9,High,No,Yes,Average
1636,1.6,91.6,21,12,6.4,High,Yes,Yes,At-Risk
1637,6.4,77.2,72,18,7.6,Low,No,No,Average
1638,5.3,89.9,46,5,5.0,High,No,Yes,Average
1639,3.0,59.3,34,8,6.4,Medium,No,No,At-Risk
1640,2.1,81.9,22,10,6.9,High,Yes,Yes,At-Risk
1641,4.3,99.0,77,13,5.4,Medium,No,Yes,Average
1642,8.8,71.4,66,7,9.7,Medium,Yes,No,Good
1643,4.5,60.3,61,0,5.7,Medium,Yes,No,Average
1644,2.1,65.1,85,15,6.0,High,Yes,Yes,Good
1645,4.2,57.0,74,13,5.5,Low,No,Yes,At-Risk
1646,4.6,61.0,89,3,9.7,Medium,Yes,Yes,Good
1647,0.0,70.0,44,7,7.8,Low,Yes,No,At-Risk
1648,5.2,54.3,64,16,5.6,Medium,No,Yes,Average
1649,4.9,76.8,40,15,8.7,Medium,No,No,At-Risk
1650,7.2,87.7,61,13,7.3,Medium,No,Yes,Good
1651,8.9,62.2,61,9,7.4,Medium,No,Yes,Good
1652,7.4,98.9,74,10,6.5,Low,Yes,Yes,Good
1653,4.5,83.6,65,9,5.9,Low,No,Yes,Average
1654,2.7,88.8,74,14,7.5,Low,No,No,Average
1655,10.2,65.4,75,6,6.2,Medium,Yes,Yes,Good
1656,5.0,88.5,97,6,9.7,High,Yes,No,Good
1657,5.1,58.6,60,14,5.1,Low,Yes,Yes,At-Risk
1658,5.3,84.2,50,9,9.3,High,Yes,Yes,Good
1659,5.1,77.9,68,15,6.8,High,No,No,Good
1660,5.1,87.7,52,7,7.4,Medium,No,Yes,Average
1661,4.2,56.6,87,9,8.2,Medium,No,Yes,Good
1662,3.9,60.1,60,6,6.1,High,Yes,Yes,At-Risk
1663,4.3,84.7,56,10,8.3,Low,Yes,No,Average
1664,3.7,61.4,57,4,3.0,Medium,No,No,At-Risk
1665,4.0,84.3,75,8,5.9,Medium,Yes,Yes,At-Risk
1666,10.8,96.8,35,4,5.6,Medium,No,No,Good
1667,4.2,89.2,55,12,5.1,High,Yes,Yes,Good
1668,7.9,57.7,89,12,6.7,Low,No,Yes,Good
1669,0.3,83.0,52,3,7.6,Medium,Yes,No,At-Risk
1670,7.3,85.1,65,15,8.1,Medium,Yes,Yes,Good
1671,7.4,66.6,74,19,7.4,Medium,Yes,No,Good
1672,0.7,85.5,40,10,6.0,Medium,No,Yes,At-Risk
1673,4.2,76.6,72,7,7.6,Medium,No,Yes,At-Risk
1674,4.0,68.6,49,20,7.2,High,Yes,Yes,Average
1675,2.7,59.7,77,4,8.4,Medium,No,Yes,Average
1676,3.3,45.7,50,10,8.2,High,No,Yes,At-Risk
1677,3.1,80.4,75,10,7.0,Medium,No,Yes,Average
1678,9.0,51.2,81,15,5.7,Low,No,Yes,Good
1679,7.2,78.8,77,11,6.0,Low,Yes,Yes,Good
1680,7.4,70.9,68,8,6.2,Low,Yes,Yes,Average
1681,6.6,82.9,61,6,6.5,Medium,No,Yes,Good
1682,2.7,69.7,56,8,7.4,Medium,No,Yes,At-Risk
1683,3.7,70.4,87,5,8.1,High,No,Yes,Good
1684,6.1,88.4,54,10,6.9,High,No,No,Good
1685,2.2,81.2,49,7,7.0,Low,Yes,Yes,At-Risk
1686,6.8,78.0,74,4,7.2,Low,No,No,Average
1687,4.4,87.0,53,15,6.2,Medium,Yes,Yes,At-Risk
1688,4.3,52.5,50,8,5.6,Medium,No,Yes,At-Risk
1689,6.5,88.9,43,4,4.4,Low,Yes,No,At-Risk
1690,5.8,83.9,57,9,6.0,Low,No,Yes,At-Risk
1691,3.2,49.6,87,10,7.7,High,Yes,Yes,Good
1692,7.2,73.0,68,3,5.9,High,Yes,Yes,Good
1693,3.1,76.8,79,11,6.6,Low,Yes,Yes,Average
1694,5.8,75.1,72,5,7.7,Medium,No,Yes,Average
1695,6.2,81.8,62,16,7.8,Medium,No,Yes,Good
1696,5.0,95.8,62,12,5.4,High,Yes,Yes,Average
1697,5.4,90.1,72,8,8.5,Medium,No,Yes,Good
1698,2.3,56.0,84,7,8.7,Low,No,No,At-Risk
1699,7.0,86.2,66,9,5.3,High,Yes,Yes,Good
1700,4.7,94.5,57,12,5.8,Medium,Yes,Yes,Good
1701,4.1,82.9,50,9,8.8,Medium,No,No,At-Risk
1702,7.2,94.3,43,9,6.8,Medium,No,Yes,Good
1703,3.8,98.2,74,10,3.7,Medium,Yes,Yes,Average
1704,2.5,88.7,73,7,4.9,Medium,No,Yes,At-Risk
1705,2.0,78.5,73,8,6.6,Low,Yes,Yes,At-Risk
1706,6.1,91.3,63,1,5.3,Medium,Yes,Yes,Average
1707,2.6,76.1,86,13,6.4,Low,Yes,Yes,At-Risk
1708,9.1,78.1,57,11,7.0,High,Yes,No,Good
1709,7.5,86.6,79,18,3.6,Low,No,No,Good
1710,8.1,98.5,64,17,6.6,Low,No,No,Good
1711,5.8,59.9,55,10,8.6,Medium,Yes,Yes,At-Risk
1712,4.0,43.3,86,5,9.1,High,Yes,Yes,Average
1713,3.3,83.1,71,13,9.2,High,No,Yes,Good
1714,6.1,49.7,70,11,7.4,Medium,No,Yes,Average
1715,4.8,82.5,66,11,4.1,Low,No,Yes,Average
1716,7.2,43.2,64,8,7.7,High,No,Yes,Good
1717,5.3,90.9,100,11,8.6,Medium,Yes,No,Good
1718,5.4,92.9,82,8,6.9,Low,No,Yes,Good
1719,4.5,65.8,75,12,9.6,High,Yes,Yes,Good
1720,4.8,76.6,66,2,8.3,Low,Yes,No,At-Risk
1721,5.8,100.0,80,8,7.9,High,Yes,Yes,Good
1722,1.5,70.8,72,16,8.6,High,Yes,Yes,Good
1723,2.5,55.8,65,6,7.5,Medium,No,Yes,At-Risk
1724,6.7,93.7,60,7,3.3,High,No,Yes,Average
1725,5.1,98.8,63,8,6.3,High,Yes,No,Average
1726,5.0,76.2,20,5,8.8,Low,Yes,Yes,At-Risk
1727,4.9,91.2,68,1,5.8,Medium,Yes,Yes,At-Risk
1728,5.9,97.3,57,9,6.7,Low,Yes,Yes,Average
1729,4.0,61.5,88,10,5.4,Medium,No,Yes,Average
1730,4.0,63.1,65,9,9.7,High,No,Yes,Good
1731,5.3,95.2,47,9,9.5,Medium,No,Yes,Good
1732,2.9,98.3,64,10,5.7,Medium,No,Yes,Average
1733,5.8,79.4,49,14,7.2,Medium,No,Yes,Average
1734,1.5,62.1,72,9,6.0,High,Yes,Yes,At-Risk
1735,7.3,100.0,69,7,7.9,Low,Yes,Yes,Good
1736,5.5,66.8,79,8,7.8,Medium,Yes,Yes,Average
1737,5.2,69.1,53,12,8.2,Low,No,No,Average
1738,6.6,79.8,65,15,7.5,Medium,No,No,Average
1739,8.6,97.6,44,7,10.0,Low,Yes,Yes,Good
1740,7.5,85.1,75,10,5.5,Medium,Yes,No,Good
1741,1.3,79.8,72,11,4.4,Medium,Yes,Yes,Average
1742,2.4,83.0,72,6,6.4,Low,No,Yes,At-Risk
1743,3.8,76.3,65,10,4.6,High,Yes,Yes,Good
1744,5.4,83.7,71,4,4.8,Low,No,Yes,At-Risk
1745,5.8,35.1,89,2,5.5,Medium,No,Yes,At-Risk
1746,3.6,70.2,60,11,5.6,Low,Yes,Yes,At-Risk
1747,5.7,74.3,67,8,5.6,Medium,No,No,At-Risk
1748,3.6,58.1,48,10,7.8,Medium,No,No,At-Risk
1749,3.8,83.7,51,9,6.2,Medium,Yes,Yes,At-Risk
1750,8.7,87.7,48,6,6.7,Low,No,Yes,Good
1751,2.3,98.8,81,9,8.3,Medium,Yes,Yes,Good
1752,2.5,99.3,61,5,5.9,Medium,Yes,Yes,At-Risk
1753,2.9,70.5,61,15,6.6,High,No,Yes,Average
1754,6.6,71.8,58,4,7.5,Medium,No,Yes,Average
1755,3.3,72.5,56,9,4.1,Medium,No,Yes,At-Risk
1756,10.7,64.3,69,5,3.4,Low,No,No,Good
1757,7.6,87.6,42,19,3.9,Medium,No,Yes,Average
1758,5.7,67.7,84,8,7.7,Low,No,Yes,Average
1759,3.8,58.6,55,7,10.0,Low,No,Yes,At-Risk
1760,6.8,84.3,75,13,7.2,Low,No,Yes,At-Risk
1761,4.3,85.1,45,10,8.2,Medium,Yes,No,Average
1762,5.5,62.9,75,12,6.7,Medium,No,Yes,Average
1763,10.1,86.8,75,6,7.4,High,Yes,No,Good
1764,4.3,67.2,70,4,9.5,Low,Yes,No,At-Risk
1765,7.2,79.2,50,10,3.8,Medium,Yes,Yes,Average
1766,3.3,87.3,68,8,7.6,High,No,Yes,Average
1767,5.6,72.5,47,12,10.0,Medium,Yes,No,Average
1768,8.5,84.4,61,9,7.4,Medium,Yes,No,Good
1769,3.8,68.6,80,10,9.5,Medium,No,Yes,Average
1770,8.8,70.9,76,3,6.1,Low,Yes,Yes,Good
1771,6.4,73.9,65,17,7.0,Medium,No,Yes,Average
1772,4.4,62.8,50,9,7.1,High,Yes,Yes,Average
1773,6.1,70.8,74,12,3.7,Low,Yes,Yes,Good
1774,7.0,50.3,65,6,5.2,Low,Yes,No,At-Risk
1775,6.0,64.1,30,11,5.4,High,No,Yes,At-Risk
1776,1.5,71.7,76,4,8.2,High,Yes,Yes,Average
1777,3.4,67.5,64,11,8.3,Medium,No,Yes,Average
1778,4.5,68.9,83,8,7.5,Medium,Yes,Yes,Average
1779,4.7,69.9,48,10,8.2,Medium,Yes,Yes,At-Risk
1780,6.0,82.0,20,12,6.8,Low,Yes,No,At-Risk
1781,4.9,87.8,69,5,8.8,Medium,Yes,Yes,Average
1782,2.3,64.6,69,7,7.0,Medium,No,Yes,At-Risk
1783,5.3,54.9,39,11,7.1,High,No,Yes,At-Risk
1784,6.4,57.0,50,18,6.6,Low,No,Yes,At-Risk
1785,6.1,68.6,100,9,8.0,Medium,Yes,Yes,Good
1786,6.7,68.6,60,12,6.4,Medium,Yes,Yes,Good
1787,6.6,64.1,75,9,8.5,Medium,Yes,Yes,Average
1788,5.7,53.8,55,17,5.3,Low,No,Yes,At-Risk
1789,5.0,68.5,33,3,5.4,Medium,Yes,Yes,Average
1790,2.1,80.3,62,10,8.0,High,No,Yes,At-Risk
1791,5.3,85.1,61,3,6.9,Medium,Yes,No,At-Risk
1792,5.4,65.8,59,0,6.3,Medium,Yes,Yes,At-Risk
1793,5.5,69.3,63,11,8.3,Medium,Yes,Yes,At-Risk
1794,2.6,60.6,68,10,6.1,Medium,Yes,Yes,At-Risk
1795,2.9,74.5,62,8,6.7,Medium,No,Yes,At-Risk
1796,6.9,61.6,46,9,9.1,High,Yes,Yes,Good
1797,4.8,83.3,72,20,9.3,High,No,Yes,Good
1798,6.1,48.6,35,8,9.4,Medium,Yes,Yes,At-Risk
1799,5.4,67.6,34,12,6.6,Medium,No,Yes,At-Risk
1800,5.1,77.5,76,7,8.8,High,Yes,No,Good
1801,7.4,75.0,72,11,5.6,Medium,No,Yes,Good
1802,3.9,96.8,64,9,5.6,Medium,No,Yes,At-Risk
1803,5.0,77.8,44,8,3.5,Low,No,Yes,At-Risk
1804,3.6,60.3,54,17,9.5,High,Yes,No,Average
1805,9.2,85.7,61,16,4.0,Medium,No,No,Average
1806,3.9,49.4,41,10,6.8,High,Yes,Yes,At-Risk
1807,5.5,73.9,53,0,5.6,High,Yes,Yes,Average
1808,4.2,58.6,74,8,8.0,Low,Yes,Yes,At-Risk
1809,7.0,90.0,86,20,6.4,High,Yes,Yes,Good
1810,3.5,68.4,58,9,5.0,High,No,Yes,At-Risk
1811,4.5,71.3,76,14,7.7,Medium,Yes,Yes,Good
1812,3.4,51.4,94,15,4.8,Low,No,Yes,Average
1813,8.4,98.3,74,10,5.7,Low,No,No,Good
1814,5.7,70.4,52,6,3.8,Medium,Yes,No,At-Risk
1815,7.0,97.5,69,0,4.9,Medium,No,Yes,Average
1816,3.7,54.3,83,12,7.3,Medium,Yes,Yes,Good
1817,4.9,81.5,84,6,4.1,Low,No,No,Average
1818,6.6,80.3,51,10,4.8,High,Yes,Yes,Average
1819,5.1,80.1,74,5,7.0,Medium,No,Yes,Average
1820,6.8,43.7,60,8,6.2,Low,No,Yes,At-Risk
1821,3.9,70.0,62,10,10.0,Medium,No,Yes,Average
1822,7.8,88.2,62,11,9.8,Medium,Yes,Yes,Good
1823,9.5,74.2,52,5,5.7,Low,Yes,Yes,Average
1824,4.1,54.3,64,14,7.8,Medium,Yes,Yes,At-Risk
1825,4.2,72.9,64,7,8.1,Low,Yes,Yes,At-Risk
1826,8.0,100.0,68,3,6.1,High,Yes,Yes,Good
1827,7.8,91.4,66,9,4.8,High,No,Yes,Good
1828,4.4,75.0,76,10,7.0,Medium,Yes,No,Good
1829,4.1,91.6,78,10,6.7,High,Yes,Yes,Good
1830,4.4,70.5,49,15,6.3,High,No,Yes,Good
1831,2.5,49.0,78,9,7.7,Low,No,Yes,At-Risk
1832,3.2,60.1,47,9,5.9,High,Yes,Yes,At-Risk
1833,3.3,100.0,73,5,5.3,High,Yes,Yes,Average
1834,3.6,68.0,74,13,7.2,Low,Yes,Yes,At-Risk
1835,4.7,69.4,36,10,7.6,Low,Yes,Yes,At-Risk
1836,5.6,69.7,66,8,5.2,Low,No,Yes,Average
1837,7.8,100.0,57,2,8.4,Low,Yes,Yes,Average
1838,3.0,100.0,53,15,4.3,High,No,Yes,Good
1839,7.0,98.1,85,5,6.1,Medium,No,Yes,Good
1840,4.5,72.0,55,7,6.6,High,No,Yes,At-Risk
1841,4.9,78.2,52,11,6.0,High,Yes,Yes,Average
1842,5.8,50.8,66,5,6.2,Medium,Yes,Yes,Average
1843,2.6,99.1,75,4,9.8,Medium,No,Yes,Average
1844,5.8,54.7,62,1,5.7,Low,Yes,Yes,At-Risk
1845,5.4,81.5,82,12,10.0,Medium,Yes,Yes,Good
